id	created_at	full_text
1445705669043122186	2021-10-06 11:01:06+00:00	Delighted to announce that additional funding of €65m has been secured for our sports sector, bringing the 2021 total to €91.3m  This will support the sports clubs &amp; National Governing Bodies in greatest need following the impact of COVID19 restrictions  Link to follow https://t.co/zeDMLvYj6m
1445694708173262854	2021-10-06 10:17:32+00:00	@NormaFoleyTD1 @creativeirl @DeptCulturelRL https://t.co/mNySEBJ9Z1
1445691175587835915	2021-10-06 10:03:30+00:00	188 schools become #CreativeSchools - the largest intake yet in a single year  In 3 years almost 1k schools have been given resources to help students develop new creative skills&amp;talents  Thank you @NormaFoleyTD1 &amp; all @creativeirl for making this possible   Link to follow https://t.co/g6v4hliUIM
1445500281580556288	2021-10-05 21:24:57+00:00	Just finished Parliamentary Questions in the Dáil  In response to: When will the pilot basic income guarantee for artists commence?  Early 2022. The earliest possible opportunity as far as I'm concerned.  @OireachtasNews @greenparty_ie https://t.co/FUsnofEub6
1445397919650168834	2021-10-05 14:38:12+00:00	Known as a rebel, politican and patriot, Constance Markievicz was also an artist.  The next episode of the #Mná100 podcast series explores this aspect of her life in conversation with contemporary artists:  @NiChurr @badaude Barbara Bergin  Listen🔊 https://t.co/HwtlibTDzX https://t.co/hLqSx6dbXb
1445357197278556167	2021-10-05 11:56:23+00:00	Ireland's creatives📢  @MindingCreative offers free wellbeing support to the Irish creative sector 24/7  They're hosting events @IrlMusicWeek from today including meditation workshops to help maintain wellbeing and overcome creative challenges  Tickets: https://t.co/7r9Y2pdOra https://t.co/jHpUv89Cxe
1445043558545768449	2021-10-04 15:10:06+00:00	The #NationalDevelopmentPlan includes capital investment of over €1bn in Tourism, Culture, Arts, Gaeltacht, Sport &amp; Media from @DeptCulturelRL 2021 - 2025.   Sustainability and @greenparty_ie policies are central to this #NDP, take a look in more detail:  https://t.co/cPBZuzRGHD https://t.co/mhM1g6VMuu
1445005334792359939	2021-10-04 12:38:13+00:00	Enjoyed catching up with Cllrs and area reps from @CorkGreens this morning https://t.co/OLEOe4b0EN
1443958315927617537	2021-10-01 15:17:44+00:00	Best wishes to Ireland's radio stations tonight ahead of @IMRORadioAwards   80% of Ireland's adults listen to radio per day, a testament to the quality on our airwaves @BAItweets  Bainigí taitneamh as ceiliúradh na hoíche anocht!🥳🎉 #IMRO21  Nominees🤗⤵️ https://t.co/B7voSTOijH https://t.co/WHWi4Bkv1d
1443927365206351901	2021-10-01 13:14:45+00:00	One of the best things about @creativeirl is how it reaches into communities to engage  The new National Community Time Machine uses creativity to 🟢combat isolation 🟢offer support &amp; friendship to older people 🟢preserve small communities' social history https://t.co/GKNjjgrKe0
