id	created_at	full_text
970655799025569793	2018-03-05 13:42:31+00:00	In Youghal checking on the water supply progress. Tankers in operation still but parts of the town restoring supply @ericnolanlab @C103Cork @Youghal_RFC @visityoughal @youghalcu @YoughalRNLI @Ahernesyoughal @WalterHotel https://t.co/K8JSeUEe0k
970650843744817152	2018-03-05 13:22:49+00:00	A burst main may affect supply to High Road, Cobh and surrounds until 5pm today @CobhEdition @CobhRamblersFC @TitanicCobh @CathalRasmussen
970422874975727616	2018-03-04 22:16:57+00:00	@Ballynamona @irishexaminer Couldn’t get a copy in my local today. Hoping to get my Saturday copy somewhere tomorrow. Hate missing out on the Saturday edition.
970417644913471489	2018-03-04 21:56:10+00:00	@LenDowlingCork @SherlockJoe @oconnellhugh Article needs to be read in its entirety to fully appreciate my original tweet.  Over and out on this one ! (Respectfully)
970413362873069568	2018-03-04 21:39:09+00:00	@LenDowlingCork @SherlockJoe @oconnellhugh Straight up Len, I don’t know. Not arguing against spend on departmental Comms per se. When actually read, the piece is a good piece of journalism and raises legitimate questions eg using taxpayers to promote FG election candidates
970403218885939206	2018-03-04 20:58:51+00:00	Latest update on water situation in Youghal @C103Cork @ericnolanlab Supplies of tankered water will remain in place at Holy Family Church and Dolphin Square carpark until 11pm tonight and again tomorrow for as long as they are needed https://t.co/jpbA5q1t9k
970352195400060928	2018-03-04 17:36:06+00:00	€178m spent by Govt on ‘Comms’ in 2016.  Great piece by @oconnellhugh today. Draw your own conclusions. https://t.co/iE93pLhxsi
970270784823455744	2018-03-04 12:12:36+00:00	We’ll keep the pressure on David https://t.co/Gep7Ilmsm2
970257857781420032	2018-03-04 11:21:14+00:00	@DavidKWfd @OpinionLine96 @davidstantontd @SimonHarrisTD Great interview with @TodaySOR !
970064830236413953	2018-03-03 22:34:13+00:00	@caryshaf Impressive! Check out @BillBailey book “remarkable guide to British Birds”. It’s fun.
970060601681698818	2018-03-03 22:17:24+00:00	Latest from Irish Water @visityoughal @YoughalClock @youghal @Youghal_RFC @youghalcu @YoughalRNLI @QualityYoughal  @ClancysYoughal @ericnolanlab https://t.co/sEIGBu2XbU
969868428113825792	2018-03-03 09:33:47+00:00	@caryshaf You have these in 🏴󠁧󠁢󠁷󠁬󠁳󠁿 too! https://t.co/V9WsRVY6Xp
969868246265597953	2018-03-03 09:33:03+00:00	@caryshaf To get you started! https://t.co/XtqC3w5aVP
969702358509899777	2018-03-02 22:33:53+00:00	@martinagenockey speaks for me on this !!! https://t.co/CYtDVIO7fw
969680162664132611	2018-03-02 21:05:41+00:00	Well done @philhealy2 . Great to see real talent coming through. #IAAFworlds
969677875698946048	2018-03-02 20:56:35+00:00	@RandomCorkStuff @OSullivanJennie @claremkeogh Touch of  TS Lowry there!!!
969650010076995585	2018-03-02 19:05:52+00:00	@SherlockJoe Loving those wellies!! 😁
969591390064775168	2018-03-02 15:12:56+00:00	@EnterInnov I think that may have been intended as a sardonic commentary on the current housing shortage.... ???
969588271700471808	2018-03-02 15:00:32+00:00	The 10 Arch Ice Bridge in Malla. Conditions still treacherous on roads in Mallow. Take care when walking and avoid car journeys. Check in on neighbours @C103Cork https://t.co/h8585DZmGA
969573183576780802	2018-03-02 14:00:35+00:00	Just spoke with Irish Water on Mallow Water supply. Estimated return of 8pm but working to restore sooner @C103Cork @CiaraRevins @fiona96fmnews @MallowHeritageC @mallow_juv_gaa @MallowDevtPship @MallowEDIC @carrigoon
969525374139891712	2018-03-02 10:50:36+00:00	Upper and Lower Aghada without power. ESB expect return 03/03/2018 18:00 - @AghadaGAA  @Aghadacamogie  @AghadaLGFC @AghadaSea Check in on vulnerable neighbours and those that need medical equipment. @C103Cork
969525126495719424	2018-03-02 10:49:37+00:00	Power outage in the Cloyne area. Expected due back 03/03/2018 18:00. Check on vulnerable neighbours and those with medical equipment @ericnolanlab @CloyneGaa @HartysCloyne @C103Cork
969511064479191040	2018-03-02 09:53:45+00:00	@IWCare can you update people in Mallow https://t.co/jt57svY96e
969330802843619328	2018-03-01 21:57:27+00:00	@CorkHarbourWX Keep up the good work.  This is an important resource.
969307619381870596	2018-03-01 20:25:19+00:00	@Antcon7062 An’ d’bells of Shandon looking down upon you!...
969228240895332354	2018-03-01 15:09:54+00:00	@wjlkdy @IrishWater @Corkcoco @KildorreryCDL Water due back at 6pm.  Keep me posted if it doesn’t happen.
969167086613417984	2018-03-01 11:06:54+00:00	A 24hr emergency telephone number has been setup by Cork County Council 021-4800048
969150678919778304	2018-03-01 10:01:42+00:00	@wjlkdy @IrishWater @Corkcoco @KildorreryCDL Kildorrery Water update. I have just spoken to Irish Water and they are sending a team under high priority to address the issue.
969141857543389184	2018-03-01 09:26:39+00:00	Kildorrery Water update. I have just spoken to Irish Water and they are sending a team under high priority to address the issue. @kildorrerycc @KdyGAA @KildorreryFest @KildorreryCDL @kdyharriers
969130115794907136	2018-03-01 08:39:59+00:00	@CathalRasmussen @CobhEdition @CobhRamblersFC @TitanicCobh https://t.co/yZFobjQGXj
968936180468285443	2018-02-28 19:49:22+00:00	@wayneod5 @OpTranRTE @karlhenrypt Well done sir!!!!
968916831246389248	2018-02-28 18:32:28+00:00	All bus services in Cork now ceasing operations due to heavy snow &amp; v. difficult driving conditions #stormemma @C103Cork
968879371401547776	2018-02-28 16:03:37+00:00	@MallowEDIC  @MallowDevtPship @C103Cork please RT https://t.co/UVTEJwU0E5
