id	created_at	full_text
1175757141967138819	2019-09-22 13:02:01+00:00	We know #BorisJohnson doesn’t care about Ireland &amp; can’t be trusted with border but now we know EU can’t be trusted either &amp; are willing to sacrifice peace &amp; stability on this island to protect single market - and this despite assurances #juncker gave to me in Dail. https://t.co/SbQdpIVHTu
1175310616124375042	2019-09-21 07:27:41+00:00	Inspiring day yesterday as millions of students around the world struck for the climate. In Dun Laoghaire hundreds gathered to demand change #ClimateStrike #ClimateChange #FridaysForFuture #ClimateActionNow #stopclimatechange @pb4p #Enviroment https://t.co/dGIKARPDZd
1175034670813253633	2019-09-20 13:11:11+00:00	Brilliant turnout at #ClimateStrike March in town. Off now to Dún Laoghaire for local #ClimateAction at 3pm. #FridaysForFuture #xr @GretaThunberg⁩ https://t.co/fpheH5Oxp8
1174961835541319681	2019-09-20 08:21:45+00:00	At Loreto Dalkey with School Secretary Theresa &amp; SNA Catherine supporting the @forsa_union_ie campaign for equal pay &amp; conditions for secretaries. Shockingly many have no pensions, get laid off in school holidays &amp; yet hold the school together. @DLRForsa @pb4p #equalpay4equalwork https://t.co/3FZBuMJScL
1174671201144311808	2019-09-19 13:06:53+00:00	This is remarkable! I’ve been told the Minister for Culture has  no responsibility for the “erosion of cultural spaces” and can’t answer this PQ re the closure of the George Bernard Shaw! Really??? ⁦@rtenews⁩ ⁦@thejournal_ie⁩ ⁦@IrishTimes⁩ #bernardshaw https://t.co/IR6TqAKcDp
1174440266742284288	2019-09-18 21:49:14+00:00	“Psyching tenants out” well put @MiriamLordIT https://t.co/FWdAr4b1HI
1174343607110787072	2019-09-18 15:25:08+00:00	What a shocking response from ⁦@MurphyEoghan⁩ I hen I asked him to stop people being evicted by Vulture Funds. #HousingCrisis #stopevictions https://t.co/t1aPcXAzPi
1173846253148549127	2019-09-17 06:28:50+00:00	We need hefty taxes on polluting corporations, not carbon taxes that would force vulnerable people to choose between heat and food. ⁦@bridsmithTD⁩ ⁦@pb4p⁩ #ClimateChange #ClimateStrike #JustTransition  https://t.co/xnnkCgxblo
1172127306057474049	2019-09-12 12:38:21+00:00	71%of emissions come from just 100 companies! Tackling these corporations and the global system that supports them is the only way to build a sustainable and just world. Thanks to ⁦@gold_lgold⁩ for her talk ⁦@dlrcc⁩ organized by ⁦@DLRForsa⁩ #GlobalClimateStrike https://t.co/9YWTGXYBqI
1172121546376327168	2019-09-12 12:15:28+00:00	At climate change talk with @gold_lgold organized by @DLRForsa in @dlrcc to build support for #GlobalClimateStrike on Sept 20th. https://t.co/XYxtOXwr4t
