1288184014252236802	2020-07-28 18:46:16+00:00	Great to see work underway at St. Marys Stranorlar. I wish to acknowledge Principal Eoghan Roarty, his predecessor Fintan Keating &amp; their staff for all their hard work &amp; commitment this project. Best wishes to Boyle Construction Ltd on the carrying out of these works #education https://t.co/Co76oQkBYE
1288402390924898305	2020-07-29 09:14:02+00:00	Powerful to see Donegal leading the way in the @Failte_Ireland  brochure. This is testament to the drive and commitment of the tourism sector in our County @govisitdonegal #tourism #Donegal @wildatlanticway https://t.co/v7ISlw0WNw
1290216520992395264	2020-08-03 09:22:44+00:00	My deepest sympathies today to Pat Hume and family and friends in Derry and Moville on the passing of the great John Hume, civil rights leader and peacemaker.  As a nation we owe John and Pat a huge debt of gratitude for changing our island for the better, for all of us
1290749470372757504	2020-08-04 20:40:29+00:00	A candle for peace.. Ag smaoineamh ar John Hume agus a chlann anocht ó Chontae Chiarraí  #ripjohnhume #johnslight #peace https://t.co/t8MM8SK8EG
1292807819696181248	2020-08-10 12:59:38+00:00	Applications open from today for the Restart Grant Plus Scheme, which gives grants to businesses to help them reopen and get their staff back to work #RestartGrant #Covid19 #Donegal https://t.co/hTQDRBhtQA
1293096560142823425	2020-08-11 08:06:59+00:00	Well done @FinnHarpsFC #UTH #FAICup https://t.co/Nu8buVyK8p
1294554210235711488	2020-08-15 08:39:10+00:00	My thoughts today with the bereaved &amp; injured,especially families here in Donegal. 3 Buncrana boys, Oran Doherty, Sean McLaughlin &amp; James Barker were killed.They were among 10 local children who went on a trip to Omagh with more than 30 Spanish students. Ag smaoineamh orthu inniu https://t.co/8rrO5Q6gJL
1295632836221980672	2020-08-18 08:05:14+00:00	Síneadh don fhoirgneamh ag Institiúid Teicneolaíochta Leitir Ceanainn mar pháirt den phlean náisiúnta. Delighted to confirm the progression of extension plans at @LYIT #Letterkenny #crossborder #Donegal https://t.co/aZgG3rprVW
1296581163981705224	2020-08-20 22:53:33+00:00	Comhghairdeas mór leis an foireann uilig ag Teach Solais Fhánada @fanadlighthouse @wildatlanticway @govisitdonegal @TripAdvisor https://t.co/WoDN4vGHir
1297980648238583810	2020-08-24 19:34:36+00:00	Comhghairdeas mór to Siobhán Shovlin @siobhanshovlin on her co-option @Fingalcoco she now joins Cllrs Kieran Dennison and Danny Byrne as the third Donegal born Person as an elected representative in our Capital City #Donegal https://t.co/btuRPjeHeZ
1298653945297084417	2020-08-26 16:10:03+00:00	Great news today for Raphoe Royal and Prior @Royalandprior who have been given the green light to go to tender to appoint a design team on their major school works project. Congratulations to Howard Welch &amp; all the team at the Royal &amp; Prior #Raphoe #Donegal #Education https://t.co/RhzY8Qp53y
1299330386288431106	2020-08-28 12:57:59+00:00	Lovely morning in Killybegs #Killybegs #Donegal https://t.co/eCqGYBJDXj
1299359006595731456	2020-08-28 14:51:42+00:00	The best coffee and amazing views! #Teelin  Go raibh maith agaibh https://t.co/DigeV7f8c8
1300529287708241920	2020-08-31 20:21:59+00:00	Maidin ghnóthach leis an clinic teileafóin-  Busy morning with the phone clinic #workingforyou #Donegal https://t.co/dDSnI0FiaB
